final_infected_ratio,attack_rate_unvaccinated,peak_infected_count,time_to_peak,total_vaccinated,final_infected_ratio_std,attack_rate_unvaccinated_std,peak_infected_count_std,time_to_peak_std,total_vaccinated_std
0.15995179063360881,0.15995179063360881,10.083333333333334,14.183333333333334,0.0,0.13202875713589746,0.13202875713589746,6.224893550888075,14.432097358792639,0.0
