data_source,initial_infected,beta,mu,runs,steps,nodes,edges,density,average_degree,average_weighted_degree,largest_component_nodes,connected_components,largest_adjacency_eigenvalue,laplacian_trace,total_weight,source_is_synthetic,risk_pearson,risk_spearman,risk_precision_at_k,baseline_final_infected_ratio,baseline_attack_rate_unvaccinated,baseline_peak_infected_count,baseline_time_to_peak,baseline_total_vaccinated,baseline_final_infected_ratio_std,baseline_attack_rate_unvaccinated_std,baseline_peak_infected_count_std,baseline_time_to_peak_std,baseline_total_vaccinated_std
SocioPatterns primary school temporal network,"1551,1780,1890",0.005,0.16,120,80,242.0,8317.0,0.28520969788416034,68.73553719008264,31.98054208629986,242.0,1.0,37.27435469779735,7739.291184884565,3869.6455924422826,0.0,0.7256911672652137,0.7155925651766983,0.3,0.15995179063360881,0.15995179063360881,10.083333333333334,14.183333333333334,0.0,0.13202875713589746,0.13202875713589746,6.224893550888075,14.432097358792639,0.0
