beta,mu,nodes,final_infected_ratio,attack_rate_unvaccinated,peak_infected_count,time_to_peak,total_vaccinated,final_infected_ratio_std,attack_rate_unvaccinated_std,peak_infected_count_std,time_to_peak_std,total_vaccinated_std
0.0025,0.16,242,0.040977961432506885,0.040977961432506885,4.733333333333333,4.816666666666666,0.0,0.030962928823144217,0.030962928823144217,2.0241480037889863,7.077037747308979,0.0
0.005,0.16,242,0.14393939393939395,0.14393939393939395,9.216666666666667,13.3,0.0,0.12889797587651816,0.12889797587651816,6.070466618947131,14.522104717420572,0.0
0.0075,0.16,242,0.48154269972451785,0.48154269972451785,24.783333333333335,23.8,0.0,0.21505841315997828,0.21505841315997828,11.449360379835401,13.36425792292668,0.0
