model,beta,mu,mse_infected,mae_infected,rmse_infected,mape_infected,curve_accuracy,r2_infected,peak_infected_error,time_to_peak_error,final_infected_error,rss_infected,aic_infected,bic_infected,mse_recovered,mae_recovered,r2_recovered,sigma,gamma
SEIR,0.016,,378.24829793028323,12.980392156862745,19.448606580685496,0.32635832819826954,0.6736416718017304,0.15152216482762992,33.91666666666667,7.0,0.75,19290.663194444445,308.7130934930293,314.5085703912023,804.818899782135,24.517973856209146,0.8620610538679502,0.5,0.22
SEIR,0.016,,40.2566040305011,4.851307189542483,6.344809219393527,0.1580265001009677,0.8419734998990323,0.909697316746455,11.25,1.0,0.16666666666666696,2053.086805555556,194.45897735058,200.25445424875298,124.91339869281047,9.663398692810459,0.9785909319747298,0.75,0.14
SEIR,0.016,,100.67653867102395,7.328431372549019,10.033769913199324,0.30559236266361195,0.6944076373363881,0.7741647165323602,14.333333333333336,3.0,2.583333333333333,5134.503472222222,241.20755229851844,247.00302919669141,76.01565904139431,6.5604575163398655,0.9869715784500817,0.75,0.18
SEIR,0.016,,225.6385484749455,11.903594771241828,15.02126986892072,0.44329860205059074,0.5567013979494093,0.4938528258050626,27.083333333333336,1.0,3.25,11507.56597222222,282.3656531722625,288.1611300704355,136.6058006535947,10.37254901960784,0.9765869561676762,0.75,0.22
SEIR,0.016,,43.58489923747276,4.895424836601307,6.601886036389356,0.1578647991378608,0.8421352008621392,0.902231361902829,11.75,0.0,0.6666666666666665,2222.829861111111,198.51024787251652,204.3057247706895,144.8635620915033,10.089869281045752,0.9751716478163647,1.0,0.14
SEIR,0.016,,75.46738834422658,7.264705882352941,8.687196805887764,0.3070016434603892,0.6929983565396107,0.8307132996002957,11.083333333333336,2.0,2.083333333333333,3848.8368055555557,226.50873164449976,232.30420854267274,23.754629629629633,3.8954248366013076,0.9959286634822377,1.0,0.18
SEIR,0.016,,204.98372821350765,11.604575163398696,14.317252816567418,0.3924958980411635,0.6075041019588365,0.540185240986292,24.500000000000007,2.0,1.5833333333333335,10454.17013888889,277.4694606724111,283.2649375705841,63.63425925925923,6.9150326797385615,0.9890936424797032,1.0,0.22
SEIR,0.018,,291.067061546841,15.135620915032682,17.06068760474914,0.7795147242474724,0.22048527575252763,0.3470850982738176,6.666666666666671,7.0,5.333333333333334,14844.42013888889,295.35123832629733,301.1467152244703,763.5021786492374,21.37908496732026,0.8691423798311532,0.28,0.14
SEIR,0.018,,298.9130582788671,13.258169934640522,17.289102298235935,0.49720538632278,0.50279461367722,0.32948513983808647,22.16666666666667,9.0,2.166666666666667,15244.565972222223,296.70779056213917,302.50326746031214,651.1086601307189,19.300653594771244,0.8884056494943212,0.28,0.18
SEIR,0.018,,445.59906045751626,14.691176470588234,21.109217428827538,0.45751180352170034,0.5424881964782997,0.00044249176893496056,33.083333333333336,9.0,1.75,22725.55208333333,317.070398586239,322.86587548441196,1165.0157952069715,28.295751633986928,0.80032644479206,0.28,0.22
SEIR,0.018,,205.07182734204795,12.222222222222225,14.320329163187834,0.523720037542656,0.47627996245734405,0.5399876190583851,7.333333333333329,6.0,3.75,10458.663194444445,277.4913750474942,283.2868519456672,321.3898420479303,14.504901960784316,0.9449165817034886,0.34,0.14
SEIR,0.018,,337.66945806100216,13.852941176470585,18.375784556339415,0.5711948789142588,0.4288051210857412,0.2425476800632329,24.583333333333336,5.0,5.416666666666666,17221.14236111111,302.9254415953675,308.72091849354047,956.4648692810457,25.637254901960784,0.8360702561574154,0.34,0.18
SEIR,0.018,,370.22610294117646,13.011437908496731,19.241260430158324,0.36542679442369275,0.6345732055763073,0.16951736711917464,32.00000000000001,4.0,1.0,18881.53125,307.61980930950995,313.4152862076829,852.0219226579522,24.630718954248362,0.8539708670799662,0.34,0.22
SEIR,0.018,,89.89590141612202,7.370915032679739,9.481344915998047,0.25521147722901394,0.7447885227709861,0.7983475927273609,12.083333333333329,3.0,1.5,4584.690972222223,235.4312698480286,241.22674674620157,232.85866013071902,13.2859477124183,0.9600900548125205,0.5,0.14
SEIR,0.018,,94.87043845315904,6.250000000000001,9.740145710057886,0.2028449836649444,0.7971550163350556,0.7871888262787994,10.916666666666671,2.0,1.1666666666666665,4838.392361111111,238.17811990575686,243.97359680392984,115.20751633986931,8.874183006535949,0.9802544356317746,0.5,0.18
SEIR,0.018,,192.59252450980392,10.580065359477125,13.87777087683047,0.38733455651322063,0.6126654434867793,0.5679809025959477,20.000000000000007,3.0,2.333333333333333,9822.21875,274.28941093797533,280.0848878361483,72.87636165577342,5.625816993464054,0.9875096266657546,0.5,0.22
SEIR,0.018,,53.81678921568628,5.462418300653596,7.33599272189431,0.18713628683368919,0.8128637131663108,0.8792794229094734,12.0,2.0,1.25,2744.65625,209.26485977023898,215.06033666841196,180.50789760348587,11.483660130718958,0.9690625193187226,0.75,0.14
