truth_model,selection_metric,beta,mu,mse_infected,mae_infected,rmse_infected,mape_infected,curve_accuracy,r2_infected,peak_infected_error,time_to_peak_error,final_infected_error,rss_infected,aic_infected,bic_infected,mse_recovered,mae_recovered,r2_recovered,mse_infected_std,mae_infected_std,rmse_infected_std,mape_infected_std,curve_accuracy_std,r2_infected_std,peak_infected_error_std,time_to_peak_error_std,final_infected_error_std,rss_infected_std,aic_infected_std,bic_infected_std,mse_recovered_std,mae_recovered_std,r2_recovered_std,evaluation_repeats,model,sigma,gamma
SIR,bic_infected,0.012,0.14,19.315206290849673,3.3974673202614376,4.25833087152246,0.13677075588272133,0.8632292441172787,0.9566725758998961,5.895833333333339,1.1666666666666667,0.6666666666666666,985.0755208333334,148.72296996796314,152.5866212334118,74.4251202795933,7.0555555555555545,0.9872441829337045,11.142567047460037,1.141243165206237,1.1908775652375516,0.07006346250983035,0.07006346250983037,0.02499474873627705,1.875601755289336,0.9831920802501751,0.6308063622591855,568.270919420462,26.79840149248537,26.79840149248537,39.113484409317785,1.9326769480176398,0.006703710388056453,6.0,SIR,,
SIR,bic_infected,0.024,,37.30686047567175,5.4221132897603495,6.083355639844456,0.3354606791931107,0.6645393208068893,0.9163141132777551,4.180555555555553,0.5,3.055555555555556,1902.6498842592591,189.75186322556195,195.54734012373493,557.5392156862746,19.434640522875817,0.9044426368964832,7.308571801620127,0.6034713617967358,0.5996445295450258,0.026752854307428367,0.026752854307428336,0.01639441925944487,3.0222171160087603,0.5477225575051661,0.16386534670836253,372.7371618826265,10.090223323990127,10.090223323990127,107.79867529847618,1.9489627982979747,0.01847575357528017,6.0,SEIR,0.5,0.18
